Place,timestamp,Murder,Robbery,wheeler theft,Assault,Kidnap,Latitude,Longitude
"No-3849, 32nd Cross,
26th Main,, Banashankari
2nd stage, Bengaluru City,
Karnaka-5600700",04-03-2020 08:30,0,1,0,0,0,"12°55'18.25""N","77°33'41.10""E"
"No-79, Karesandra,
Yarab Nagar, Banashankari
2nd stage, Bengaluru City",05-03-2020 18:15,0,1,0,0,0,"12°55'10.39""N","77°34'19.27""E"
"No-55/3, 3rd Cross,
Teachers Colony,
Banashankari 2nd Stage,
Bengaluru City,",28-02-2020 14:15,0,0,1,0,0,"12°54'51.58""N","77°34'4.10""E"
"No-926, 20th Main,,
Banashankari 2nd Stage,
Bengaluru City,
Karnaka",05-03-2020 21:00,0,1,0,0,0,"12°55'40.63""N","77°33'55.82""E"
"Near Sudhir Medical,
Kanakapura main road,,
Jayanagara 7th Bolck west,
Bengaluru City,",06-03-2020 20:45,0,1,0,0,0,"12°55'39.44""N","77°34'36.51""E"
"No-52, 24th A Cross, 6th
A Main, Karesandra,
Banashankari 2nd Stage,
Bengaluru City,",04-03-2020 09:00,0,0,0,1,0,"12°55'19.80""N","77°34'19.36""E"
"No-1273, Bhagyashree
Nilaya, C/o B S Albals, 23rd
main, 24th Cross,
Banashankari 2nd Stage",28-02-2020 00:00,0,1,0,0,0,"12°55'30.64""N","77°33'48.42""E"
"Sri Hari Complex, K R
road, Beside of Upahara,
Sagar Hotel, BSK 2nd
Stage, Bengaluru City",03-03-2020 13:00,0,0,1,0,0,"12°55'25.97""N","77°34'24.94""E"
"18th Main, Padmanabhanagar Bengaluru",01-03-2020 08:55,0,0,1,0,0,"12°54'54.20""N","77°33'14.47""E"
"No-401, 10th A Cross,
yarab Nagar, Banashankari
2nd Stage, Bengaluru City,",05-03-2020 13:15,1,0,0,0,0,"12°54'59.86""N","77°33'58.21""E"
"In Front of Cement
gowdan, near
Hunasemara,, Kanakapura
Main road, BSK 2nd Stage,
Bengaluru City,",07-03-2020 19:05,0,1,0,0,0,"12°55'15.01""N","77°34'26.97""E"
"No-388, 2nd Cross,
Bhavaninagar,
Banashankari 2nd Stage,",28-02-2020 19:45,0,0,1,0,0,"12°54'55.85""N","77°33'57.96""E"
"PARKING LINE, BDA
COMPLEX,,
BANASHANKARI 2ND
STAGE, Bengaluru City",05-03-2020 14:55,0,0,1,0,0,"12°55'30.22""N","77°33'52.78""E"
"NO-14/8,GURUKRUPA,
SUBRAMANYAPURA
MAIN ROAD,,
KADIRENAHALLI,BANAS
HANKARI 2ND STAGE",28-02-2020 13:30,0,1,0,0,0,"38°57'33.80""N","95°15'55.74""W"
"NO-106, 6TH CROSS,
YARAB NAGAR,
BANASHANKARI 2ND
STAGE, Bengaluru City,",28-02-2020 03:30,0,1,0,0,0,"12°55'0.57""N","77°34'4.17""E"
"NO-106, 6TH CROSS,
YARAB NAGAR,
BANASHANKARI 2ND
STAGE, Bengaluru City,",04-03-2020 13:40,0,0,1,0,0,"12°55'0.57""N","77°34'4.17""E"
"In Front Of No-56/3, 4th
Cross, Teachers Colony,
Banashankari 2nd Stage",05-03-2020 06:15,0,0,1,0,0,"12°54'55.06""N","77°34'4.10""E"
"No-84, 22nd Main,
Banashankari 2nd Stage,
Bengaluru City,
Karnaka-5600700",01-03-2020 19:50,1,0,0,0,0,"12°55'36.47""N","77°33'51.86""E"
"BDA Park road In front
of Ammi's Biriyani Hotel,
Banashankari 2nd Stage,",06-03-2020 10:10,1,0,0,0,0,"12°55'30.22""N","77°33'52.78""E"
"No-1882, 10th main,
31st Cross,, Banashankari
2nd Stage, Bengaluru City,
Karnaka-560070",03-03-2020 20:05,0,0,1,0,0,"12°55'29.96""N","77°33'58.55""E"
"BDA Complex Circle,
Banashankari 2nd Stage,
Bengaluru City,",01-03-2020 18:25,0,0,1,0,0,"12°55'30.22""N","77°33'52.78""E"
"In Front of No-524/A, 8th
Cross,, 7th Block
Jayanagara, Bengaluru City,
Karnaka-",05-03-2020 23:00,0,1,0,0,0,"12°55'18.20""N","77°34'24.78""E"
"No-1144, 22nd cross,
Banashankari 2nd Stage,
Bengaluru City",01-03-2020 15:30,0,0,1,0,0,"12°55'31.16""N","77°34'4.77""E"
"No-816/I, 16th Cross,
Jayanagara 7th Block west,
Bengaluru City",01-03-2020 11:45,0,0,1,0,0,"12°55'20.53""N","77°34'27.00""E"
"C/o Sowbhagya House,
No-8, Sri Durga Temple,
Street, yadiyuru Jayanagar",06-03-2020 11:30,1,0,0,0,0,"12°55'50.32""N","77°34'32.81""E"
"No-312, 12th Cross,
Near Noorani Masjid,,
Yarabnagar, Banashankari
2nd Stage, Bengaluru City",28-02-2020 01:00,0,0,1,0,0,"12°55'0.89""N","77°34'3.78""E"
"Near Anand timber, Kanakapura main roadBanashankari 2nd Stage B-70",06-03-2020 21:15,0,0,1,0,0,"12°55'6.75""N","77°34'17.43""E"
"No-45, Kadirenahalli
New Colony, Banashankari
2nd stage, Bengaluru City,",01-03-2020 16:40,1,0,0,0,0,"12°55'1.75""N","77°33'50.20""E"
"No-59/41, 15th Main,
13th Cross,,
Padmanabhanagar,
Bengaluru City,",28-02-2020 19:00,0,0,1,0,0,"12°55'2.36""N","77°33'21.29""E"
"In Front of BDA
Complex Parking,Banashankari 2nd Stage,
Bengaluru City",03-03-2020 19:45,1,0,0,0,0,"12°55'30.56""N","77°33'53.19""E"
"No 23, 5th B Main, Ta
Silk Form, Obalappa
Garden, Bengaluru City,
Karnaka",05-03-2020 03:30,0,1,0,0,0,"12°56'10.79""N","77°34'27.28""E"
"In front Of Working Spot
Building, 5th Cross,
Jayanagar 7th Block,
Bengaluru City,",28-02-2020 22:30,0,0,1,0,0,"12°55'36.65""N","77°34'29.67""E"
"In Front Of BDA Complex, Banashankari 2nd
Stage, Bengaluru City,",06-03-2020 10:10,1,0,0,0,0,"12°55'29.77""N","77°33'53.47""E"
"Offosite Of BNM College,
Banashankari 2nd Stage,",28-02-2020 03:30,0,0,0,1,0,"12°55'19.78""N","77°34'4.75""E"
"In front of Asharam
Ashram, 26th Cross,
Banashankari 2nd Stage,
Bengaluru City,",06-03-2020 20:45,1,0,0,0,0,"12°55'23.63""N","77°33'56.53""E"
"No-8, 14th Cross,
Banashankari 2nd Stage,
Bengaluru City",04-03-2020 19:05,0,1,0,0,0,"12°55'47.78""N","77°34'7.67""E"
"No-79, 7th Cross,,
Bhavani Nagar, BSK 2nd
Stage, Bengaluru City,",07-03-2020 16:00,0,0,1,0,0,"12°55'2.17""N","77°33'56.72""E"
"III)No 263, 4th Cross,
Bhavani Nagara,
Banashankari 2nd stage,",07-03-2020 12:20,0,0,0,1,0,"12°55'0.54""N","77°34'19.44""E"
"NO-321,7th MAIN,5th
CROSS, CAUVERY
NAGAR,BANSHANKARI
2nd STAGE., Bengaluru",01-03-2020 22:20,0,0,1,0,0,"12°55'10.00""N","77°34'24.58""E"
"Besment of Radiant
systems, No 2227/1, 9th
Main, Banashankari 2nd
stage, Bengaluru City,",03-03-2020 20:40,1,0,0,0,0,"12°55'27.05""N","77°34'13.53""E"
"No-24, 18th Main, 14th
Cross,, Padmanabhanagar,
BSK 2nd Stage, Bengaluru",01-03-2020 11:45,0,0,0,1,0,"12°55'11.04""","77°33'49.78""E"
"No-20/2, 10th Main, 28th
Cross,, Banashankari 2nd
Stage, Bengaluru City,",07-03-2020 19:05,1,0,0,0,0,"12°55'16.36""N","77°34'5.62""E"
Kanakapur Main Road Banashankari 2nd stage Bengaluru 70,05-03-2020 19:05,1,0,0,0,0,"12°55'11.11""N","77°34'26.97""E"
"In front of Royal Motors,
No-41,, Karesandra,
Banashankari 2nd Stage,
Bengaluru City,",06-03-2020 17:30,0,0,1,0,0,"12°55'30.10""N","77°34'24.06""E"
"Infront ofAgarawal Hotel
Two Wheeler Parking Place,
Puttalinaiah road
Padmanabha Nagara BSK
2nd Stage, Bengaluru City,",01-03-2020 15:30,0,0,0,1,0,"12°55'10.97""N","77°33'35.64""E"
"In front of C.Naidu
Chambers Building,
Jayanagar 7th Block,
Bengaluru City,",06-03-2020 17:25,0,1,0,0,0,"12°55'32.28""N","77°34'34.17""E"
"In Front of No-14/41,
2nd Floor, 16th Main,, 16th
Cross, Padmanabhanagar,
Bengaluru City,",05-03-2020 19:45,0,1,0,0,0,"12°54'58.75""N","77°33'19.00""E"
"No-101, 11th main,
Padmanabhanagar,
Bengaluru City,",28-02-2020 14:15,1,0,0,0,0,"12°54'58.20""N","77°33'25.17""E"
"In front of Ammis biriyani,
BDA Park Road,
Banashankari 2nd Stage,
Bengaluru City,",28-02-2020 19:00,0,1,0,0,0,"12°55'28.45""N","77°33'56.18""E"
"No-144/165, 7th Cross,
Kaveri Nagar, Banashankari 2nd Stage, Bengaluru City,",01-03-2020 18:25,0,1,0,0,0,"12°55'6.75""N","77°34'17.43""E"
"Pneuhyd Access
No-2872, 17th Cross, 2nd
main,, K R road BSK 2nd
Stage, Bengaluru City,",07-03-2020 16:00,0,0,1,0,0,"12°55'39.46""N","77°34'13.94""E"
"No-2722, 17th B Cross,
5th Main,, BSK 2nd Stage,
Bengaluru City,",06-03-2020 11:30,0,1,0,0,0,"12°55'19.31""N","77°34'3.22""E"
"No-130, 5th main, 5th
Cross,, Bhavani Nagar BSK
2nd Stage, Bengaluru City,",05-03-2020 12:10,0,1,0,0,0,"12°55'10.39""N","77°34'19.27""E"
"K R road, Beside
SwarnaBharhi
Co-operive bank, in front
of Printview design shop,
Bengaluru City,",04-03-2020 18:00,1,0,0,0,0,"12°55'35.51""N","77°34'2.42""E"
"No-715, 22nd Cross,
Banashankari 2nd Stage,
Bengaluru City,",01-03-2020 08:55,0,1,0,0,0,"12°55'18.20""N","77°34'24.78""E"
"27th Cross, Near
Hunashemara Signal,
Banashankari 2nd Stage,
Bengaluru City,",06-03-2020 14:30,1,0,0,0,0,"12°55'29.54""N","77°33'58.47""E"
"27th Cross, opp of
Sevakshethra Hospital, In
front of Ashwhkte, BSK
2nd Stage, Bengaluru City,",05-03-2020 06:15,0,1,0,0,0,"12°55'29.54""N","77°33'58.47""E"
"No-2247, Aishwarya
Herbal Beauty Parlor,
Rajamma, Nikethan 23rd
Cross, K R road, BSK 2nd
Stage, Bengaluru City,",28-02-2020 22:00,0,1,0,0,0,"12°55'25.08""N","77°34'21.03""E"
"Govt First Grade College
Compound Yadiyuru, Jayanagar 7th Block,
Bengaluru City,",28-02-2020 22:10,1,0,0,0,0,"12°55'52.33""N","77°34'32.89""E"
"No-817/C, Sri
Parameshwari Krupa, 15th
Cross,, Jayanagar 7th
Block, Bengaluru City,",05-03-2020 19:05,0,0,1,0,0,"12°55'21.67""N","77°34'26.82""E"
"No-151, 6th Cross,
Teachers Colony,,
Banashankari 2nd Stage,
Bengaluru City,",28-02-2020 19:30,0,1,0,0,0,"12°54'55.58""N","77°34'4.22""E"
"No-169, 100feet ring
road, Janha Colony,
Kadirenahalli Park BSK 2nd
Stage, Bengaluru City,",07-03-2020 19:55,0,0,1,0,0,"12°55'6.63""N","77°33'58.39""E"
"In front Of maharaja
Agrasena Hospital,
Padmanabhanagar,
Bengaluru City,",05-03-2020 10:00,0,0,1,0,0,"12°54'57.84""N","77°33'17.69""E"
"No-1731, 31st Cross,
13th main,, Banashankari
2nd Stage, Bengaluru City,",28-02-2020 13:30,0,1,0,0,0,"12°55'11.60""N","77°34'4.65""E"
"No-165, 14th Cross,,
BSK 2nd Stage, Bengaluru
City,",07-03-2020 18:05,0,0,0,0,1,"12°55'42.02""N","77°33'55.54""E"
"No-37/6, 4th main, Ta
Silk Farm, opp, Yadiyuru,
Lake, GR Lake View,
Kanakapura Main road,
Bengaluru City,",07-03-2020 19:55,0,0,1,0,0,"12°56'3.73""N","77°34'30.93""E"
"No-17, 5th Cross, 4th
Main,, Kadirenahalli BSK
2nd Stage, Bengaluru City,",07-03-2020 20:20,1,0,0,0,0,"12°55'21.54""N","77°33'38.59"""
"No-624, 15th Main, 24th
Cross,, BSK 2nd Stage,
Bengaluru City,",01-03-2020 16:20,0,0,1,0,0,"12°54'56.47""N","77°33'45.55"""
"Banashankari BDA
Complex Parking, BSK 2nd
Stage, Bengaluru City,",05-03-2020 20:00,0,1,0,0,0,"12°55'25.27""N","77°34'0.90""E"
"In Front Of Electrical
Contractore Associion,,
dhobigh, BSK 2nd Stage,
Bengaluru City,",04-03-2020 13:30,0,0,1,0,0,"12°55'30.59""N","77°33'53.55""E"
"In Front of No-229, 7th
Cross, Teachers Colony,,
BSK 2nd Stage, Bengaluru
City,",28-02-2020 11:55,0,0,1,0,0,"12°55'20.33""N","77°33'42.16""E"
"In Front Of Imperial
Hotel Kanakapura main
road, BSK 2nd Stage,
Bengaluru City,",05-03-2020 18:15,0,0,1,0,0,"12°54'55.47""N","77°34'0.94"""
"Porking lot of Brigade
Corner, Yadiyur Jayanagar
7th block, Kanakapur Main
Raod, Bengaluru City,",07-03-2020 20:20,0,0,1,0,0,"12°55'6.93""N","77°34'24.80""E"
"Opp Of N U Hospital, In
front of Medical Shop,
Padmanabhanagar,
Bengaluru City,",28-02-2020 10:15,0,0,1,0,0,"12°55'5.49""N","77°33'21.63""E"
"No-91, 4th Cross
Teachers Colony, BSK 2nd
Stage, Bengaluru City,",28-02-2020 22:10,1,0,0,0,0,"12°54'49.84""N","77°34'2.48""E"
"In Front Of Ammis
Biriyani, Banashankari 2nd
Stage, Bengaluru City,",01-03-2020 16:05,1,0,0,0,0,"12°55'27.78""N","77°33'56.07""E"
"No-234, 7th Cross,
Teachers Colony,
Banashankari 2nd Stage,
Bengaluru City,",05-03-2020 10:00,0,1,0,0,0,"12°54'47.51""N","77°34'13.76""E"
"No-39/2, K R road,, BSK
2nd Stage, Bengaluru City,",07-03-2020 03:50,0,0,0,1,0,"12°55'18.58""N","77°34'24.76""E"
"No.455, , 1st Cross
Bhavani Nagar,
Banashankri 2nd Stage,
Bengaluru City,",28-02-2020 14:15,0,1,0,0,0,"12°55'25.89""N","77°34'6.83""E"
"Infornt of United Infora
Minerals Pvt Ltd No 399,
24th cross, 14th Main, BSK
2nd stage, Bengaluru City,",07-03-2020 23:45,0,0,1,0,0,"12°55'25.89""N","77°34'6.83""E"
"Opp of Hari Kalyana
Mantapa,, Banashankari
2nd Stage Cross road,
Bengaluru City,",07-03-2020 16:00,1,0,0,0,0,"12°55'25.89""N","77°34'6.83""E"
"No-387/B, 24th B cross,,
Banashankari 2nd Stage, Bengaluru City,",04-03-2020 13:30,0,0,1,0,0,"12°55'40.85""N","77°33'43.63""E"
"No-547, 9th cross,
Jayanagar 7th block West,
Bengaluru City,",07-03-2020 20:40,0,1,0,0,0,"12°55'23.62""N","77°34'9.02""E"
"No-123, 28th Cross,,
BSK 2nd Stage, Bengaluru
City,",05-03-2020 03:30,0,0,1,0,0,"12°55'30.61""N","77°34'31.25""E"
"C/o Venkappa No-59,
38/1, 19th main road,
Padmanabhanagar,
Bengaluru City,",28-02-2020 23:00,0,1,0,0,0,"12°54'59.42""N","77°33'15.13""E"
"No-79, 3rd Cross A
Cross, R K Layout 2ndStage, Padmanabhanagar,
Bengaluru City,",03-03-2020 21:20,0,0,1,0,0,"12°55'12.73""N","77°33'38.41""E"
"Das Commercial
Complex 13th Cross, 1st A
Main road Jayanagar 7th
Block, Bengaluru City,",04-03-2020 14:30,0,1,0,0,0,"12°55'24.78""N","77°34'34.09""E"
"No-186, 4th Cross, 7th
main, Kaveri Nagar BSK
2nd Stage, Bengaluru City,",28-02-2020 10:15,0,0,1,0,0,"12°55'11.32""N","77°34'17.60""E"
"No-2995, 2nd Main 17th
Cross,, Banashankari 2nd
stage, Bengaluru City,",06-03-2020 10:10,0,1,0,0,0,"12°55'24.78""N","77°34'34.09""E"
"Near Milk Shop
Karesandra, BSK 2nd
Stage, Bengaluru City,",28-02-2020 21:00,0,0,1,0,0,"12°55'19.54""N","77°34'20.36""E"
"In front Of Govt.Hospital
Yarab Nagar, Banashankari
2nd Stage, Bengaluru City,",28-02-2020 08:00,0,0,1,0,0,"12°55'1.88""N","77°34'7.54""E"
"In front of No-49/1, 20th
main, 14th Cross,,
Padmanabhanagar,
Bengaluru City,",01-03-2020 22:30,0,1,0,0,0,"12°55'1.05""N","77°33'14.41""E"
Kanakpur Main Road BSK 2nd Stage B-70,28-02-2020 20:00,0,1,0,0,0,"12°55'19.30""N","77°34'29.36""E"
"Near Upasagar Hotel, K R Road, NSK 2nd Stage B-70",05-03-2020 14:55,0,0,1,0,0,"12°55'25.12""N","77°34'24.98""E"
Kadirenahalli Under Passa Bridge BSk 2nd Stage B-70,05-03-2020 13:30,0,0,1,0,0,"12°54'48.75""N","77°33'58.48""E"
Opp Of Krishna Hotel BSK BMTC Bus Stop BSK 2nd Stage B-70,04-03-2020 09:00,0,1,0,0,0,"12°55'2.71""N","77°34'23.24"""
"Kanakapura Road M S Links Bike Sales Near, BSK 2nd Stage B-70",28-02-2020 19:25,1,0,0,0,0,"12°55'7.11""N","77°34'25.31""E"
"7th Main Gururajaj layout, BSk 3rd Stage B-85",01-03-2020 12:05,0,1,0,0,0,"12°55'16.37""N","77°33'20.54""E"
7th Main Kaveri Nagar BSK 2nd Stage B-70,28-02-2020 17:00,1,0,0,0,0,"12°55'12.00""N","77°34'18.51""E"
Kanakapuar Main Road Kaveri Nagar BSK 2nd Stage B-70,07-03-2020 12:20,0,1,0,0,0,"12°55'6.83""N","77°34'25.30""E"
"No-59, 3rd Cross
Sapalamma temple road,
Kadirenahalli, BSK 2nd
Stage, Bengaluru City,",05-03-2020 00:45,1,0,0,0,0,"12°54'49.82""N","77°33'53.56""E"
"In front of No-1781, 14th
main, Devagiri Medows,
Banashankari 2nd stage,
Bengaluru City,",28-02-2020 03:00,0,0,1,0,0,"12°55'24.74""N","77°34'0.73""E"
"No 271, 27th Cross,,
Banashankari 2nd stage, Bengaluru City",07-03-2020 16:15,0,1,0,0,0,"12°55'20.12""N","77°34'3.04""E"
"No-1747, 33rd Cross,
14th main,, Banashankari
2nd Stage, Bengaluru City,",05-03-2020 18:45,0,0,1,0,0,"12°55'7.96""N","77°34'2.97""E"
"No-581, 16th main, 10th
Cross,, Padmanabhanagar,
Bengaluru City,",28-02-2020 19:20,0,0,1,0,0,"12°55'12.73""N","77°33'38.41""E"
"No-344, 6th main,
Bhavani Nagar,
Banashankari 2nd stage,
Bengaluru City,",06-03-2020 18:40,0,1,0,0,0,"12°55'10.39""N","77°34'19.27""E"
"INFRONT OF
NO-482,7TH CROSS 7TH
BLOCK, WEST
JAYANAGARA, Bengaluru
City,",05-03-2020 19:10,0,0,0,1,0,"12°55'34.88""N","77°34'36.95""E"
"No-109, 5th Cross,
Shasthri Nagar, Thygaraja
Nagara, Bengaluru City,",05-03-2020 07:30,1,0,0,0,0,"12°55'25.08""N","77°34'21.03""E"
"No-1996, 24th Cross,
9th Main,, Banashankari
2nd Stage, Bengaluru City,",07-03-2020 21:05,0,0,1,0,0,"12°55'21.52""N","77°34'2.75""E"
"No-35/22, 3rd Cross,
10th main,, Gururajalayout
BSK 3rd Stage, Bengaluru
City,",01-03-2020 20:45,0,0,1,0,0,"12°55'20.40""N","77°33'22.77""E"
"No-3432, Gurukrupa, 4th
Main, 14th Cross, Shashtri
Nagar K R Road, Bengaluru
City,",04-03-2020 22:00,0,1,0,0,0,"12°55'30.61""N","77°34'31.25""E"
"No-38/38, 14th Cross,
20th main,
Padmanabhanagar,
Bengaluru City,",07-03-2020 18:00,0,0,1,0,0,"12°55'16.49""N","77°34'23.57"""
"In Front Of house
No-1048, 14th Main,
Banashankari 2nd Stage,
Bengaluru City,",01-03-2020 01:45,0,0,1,0,0,".12°55'37.86""N","77°33'48.79""E"
"No-1053, 30th Main,
14th cross Corner,, BSK
2nd Stage, Opp Hero Show
room, Bengaluru City,",04-03-2020 19:05,0,1,0,0,0,"12°55'26.18""N","77°33'38.30""E"
"No-269/A, 27th Cross,,
BSK 2nd Stage, Bengaluru
City,",28-02-2020 15:50,0,0,1,0,0,"12°55'19.31""N","77°34'3.22""E"
"In front of Anand Timber,
Kanakapura Main road,,
Kaveri Nagar BSK 2nd
Stage, Bengaluru City,",06-03-2020 20:45,0,0,1,0,0,"12°55'2.67""N","77°34'23.02""E"
"Beside Of Shwetha Bar,
Kanakapura Main road,
Kaveri Nagar BSK 2nd
Stage, Bengaluru City,",03-03-2020 12:50,0,0,1,0,0,"12°55'6.93""N","77°34'24.80""E"
"By the side Supreme
Oversease India Pvt Ltd
Garmen, ts K R Road BKS
2nd Stage, Bengaluru City,",01-03-2020 14:20,0,1,0,0,0,"12°55'18.58""N","77°34'24.76""E"
"In Front House Of
No-150, 6th Cross, 10th
Main, Shastri Nagar,
Bengaluru City,",06-03-2020 10:10,0,0,1,0,0,"12°55'34.88""N","77°34'36.95""E"
"No-1872, 31st Cross,
10th Main, Banashankari
2nd Stage, Bengaluru City,",01-03-2020 08:55,0,1,0,0,0,"12°55'36.30""N","77°33'48.98"""
"In front Of No-816/A,
16th Cross, Jayanagar 7th
Block, Bengaluru City,",01-03-2020 15:20,0,0,0,0,1,"12°55'34.88""N","77°34'36.95""E"
"In Front of No-3760/1,
Mekka Masjid Road Kaveri,
Nagar Banashankari 2nd
Stage, Bengaluru City,",06-03-2020 15:20,0,1,0,0,0,"12°50'2.67""N","77°24'23.02""E"
"No-26, 22nd Main, 12th
Cross, Raghavendra Layout
Padmanabhanagar,
Bengaluru City,",05-03-2020 23:00,0,1,0,0,0,"12°55'8.53""N","77°33'14.08""E"
"NO-177,7TH CROSS,
SHASTHRI NAGAR,
TYAGARAJA NAGARA.KR
ROAD, Bengaluru City,",04-03-2020 18:00,0,0,0,1,0,13.019965,77.596145
"HOUSE NO-120,4TH
MAIN ROAD,3RD CROSS,
KADIRENAHALLI NEW
COLONY, BSK 2ND
STAGE, Bengaluru City,",28-02-2020 03:00,0,1,0,0,0,"12°54'54.21""N","77°33'57.57""E"
"#737,7th Main ,7th
Cross, Caveri nagara
banashankari 2nd stage,
Bengaluru City,",28-02-2020 11:55,0,0,1,0,0,"12°55'39.46""N","77°34'13.94""E"
"In front Of No-223, 2nd
Main, Ambedkar Nagar,
Banashankari 2nd Stage,
Bengaluru City,",07-03-2020 20:40,0,0,1,0,0,"12°55'39.46""N","77°34'13.94""E"
"In front Of No-85-86, Old
Post Office road,, Thygaraja
Nagar, Bengaluru City,",28-02-2020 01:30,0,0,1,0,0,"12°55'30.61""N","77°34'31.25""E"
"In front of No-12, 5th
Cross, kadirenahalli Park,
Banashankari 2nd Stage,
Bengaluru City,",03-03-2020 00:15,1,0,0,0,0,"12°54'55.17""N","77°33'49.18""E"
"No,166, Manjunha
Road, 2nd Block,, T R
Nagar, Bengaluru City,",07-03-2020 16:15,1,0,0,0,0,18.4516,73.81025
"NO-269/4,1st Cross, 2nd
Block,, Thyagarajanagar,
Bengaluru City,",04-03-2020 22:00,0,1,0,0,0,"12°55'25.08""N","77°34'21.03""E"
"In front OF No-410, Near
SVS School,, Yarab Nagar
Banashankari 2nd Stage,
Bengaluru City,",07-03-2020 00:35,0,1,0,0,0,"12°55'3.14""N","77°34'7.17""E"
"In front Of No-448, 4th
Main,, Shastry Nagar,
Bengaluru City,",01-03-2020 20:45,0,0,1,0,0,"12°55'19.31""N","77°34'3.22""E"
"In front Of No-38/1, Sree
Nilaya, 14th B Cross, 22nd
Main, Padmanabhanagar,
Bengaluru City,",28-02-2020 23:50,0,1,0,0,0,"12°55'1.05""N","77°33'14.41""E"
"Banashankari Burial
ground Road, BSK 2nd
Stage, Bengaluru City,",28-02-2020 22:00,0,1,0,0,0,"12°55'2.67""N","77°34'23.02""E"
"Kadirenahalli,
Banashankari 2nd Stage,
Bengaluru City,",07-03-2020 14:50,0,0,1,0,0,"12°54'48.75""N","77°33'58.48""E"
"In Front Of No-8, 4th A
Main, R K Layout,
Padmanabhanagar,
Bengaluru City,
Karnaka-5600702",01-03-2020 16:40,0,1,0,0,0,"12°55'1.44""N","77°33'37.16""E"
"In Front Of Agarwal Eye
Hospital, Puttalingaiah Road
Padmanabhanagar,
Bengaluru City,",04-03-2020 17:00,0,1,0,0,0,"12°55'19.31""N","77°34'3.22""E"
"In front Of No-3998, Sri
Vidyabushan Swamy
House,, 18th Cross,
Banashankari 2nd Stage,
Bengaluru City,
Karnaka-5600700.5",28-02-2020 11:55,0,0,1,0,0,"12°55'8.53""N","77°33'14.08""E"
"No-38/25, 14th B Cross,
22nd Main, Near Kalikamba,
Temple Padmanabhanagar, Bengaluru City",04-03-2020 22:00,0,1,0,0,0,"12°55'8.53""N","77°33'14.08""E"
"In front Of No-474, 3rd
Main, 14th Cross,, Shastry
Nagar, Bengaluru City,",28-02-2020 22:30,0,1,0,0,0,"12°55'34.88""N","77°34'36.95""E"
"In front Of Sevakshethra
Hospital, 27th Cross BSK
2nd Stage, Bengaluru City,",28-02-2020 19:20,0,0,1,0,0,"12°55'29.54""N","77°33'58.47""E"
"In front of No-73/8, 18th
Cross, 11th Main,,
Padmanabhanagar,
Bengaluru City,",05-03-2020 21:00,1,0,0,0,0,"12°55'8.53""N","77°33'14.08""E"
"In front of No-109/1,
Padma Nivas, 2nd Block,,
Thyagaraj Nagar Ganesh
mandir Road, Bengaluru
City,",28-02-2020 19:20,0,1,0,0,0,33.26312,151.53749
"In front Of No-38/1, 22nd
Main, 14th Cross,
Padmanabhanagar,
Bengaluru City,",28-02-2020 19:50,1,0,0,0,0,"12°54'55.99""N","77°33'24.70"""
"No 63.3rd
cross,Yarabha nagar,
Banashakhari 2nd stage,
Bengaluru City,",28-02-2020 10:15,0,0,1,0,0,12.91595,77.554811
"No 256,Near Maharaja
Agrasena Hospital,17th
Cross, 18th Main,
Padmanabhanagar,
Bengaluru City,",03-03-2020 21:20,0,0,1,0,0,12.91595,77.554811
"No 40, Janha Colony,
100ft Road, Kadiranahally,
BSK 2nd stage, Bengaluru
City,",01-03-2020 18:35,0,0,1,0,0,12.91595,77.554811
"Our School Parking
Place,26th cross,
Banashankari 2nd stage,
Bengaluru City,",01-03-2020 17:20,0,1,0,0,0,12.91595,77.554811
"No 698.Samruddi, opp
Axis Bank,
Padmanabhanagar,
Bengaluru City,",05-03-2020 23:00,0,0,1,0,0,12.91595,77.554811
"No 23/A,Ganesh Mandir Road, TR Nagar, Bengaluru
City,",28-02-2020 03:30,1,0,0,0,0,13.019965,77.596145
"Lakshmikanth Parking
Place, Padmanabhanagar,
Bengaluru City,
Karnaka-560082Towrds",01-03-2020 01:45,0,0,1,0,0,12.91595,77.554811
"Infornt of House No
448,6th Cross, 7th Block
Jayanagar west, Bengaluru
City,",04-03-2020 19:05,0,0,1,0,0,"12°55'34.88""N","77°34'36.95""E"
"No 24.Near Sapalamma
Temple, Kadiranahally,
Banashankari 2nd stage,
Bengaluru City,",07-03-2020 18:05,0,0,1,0,0,12.927689,77.576758
"In front of G S
Residency, 31st Cross,, Banashankari 2nd Stage,
Bengaluru City,",28-02-2020 22:30,0,1,0,0,0,12.91595,77.554811
"In Front Of Yadiyuru
BBMP Office building,
Jayanagar 7th Block,
Bengaluru City,",05-03-2020 12:10,0,1,0,0,0,"12°55'29.96""N","77°33'58.55""E"
"No 206, Yarabh Nagar,
Banashankari 2nd stage,
Bengaluru City,",07-03-2020 18:05,0,0,0,0,1,"12°55'3.14""N","77°34'7.17""E"
"Infort of HDFC
Bank,Near Shalini
Aprts,Ring Road,
Banashankari 2nd stage,
Bengaluru City,",01-03-2020 16:20,0,1,0,0,0,"12°54'55.17""N","77°33'49.18""E"
"Infront Of No-82, 2nd
Cross, Old Post Office
Road, Thyagaraja Nagar,
Bengaluru City,",28-02-2020 18:00,1,0,0,0,0,"12°55'19.31""N","77°34'3.22""E"
